full_posRef,next_move_Ref,nb_W,nb_L,nb_D
3a24b24c345e36f68_3d45e457f457g478,g7h8,0,1,0
3a24b24c345d6e6f6h7_3d45e345f57g678h8,e3e6,0,1,0
3a24b24c345d5e6f38_3d34e457f467g478,d3d5,0,1,0
3a24b24c345d4e6f8g7_3d5e457f4567g48h8,e7d6,0,1,0
3a24b24c345d3e6f68_3d45e457f457g48h8,d4f6,0,1,0
3a24b23c2d567f67i6_4d234e3567f35g8,f7f5,0,1,0
3a24b23c2d567f56i6_4c3d234e3567f4g8,a2c4,0,1,0
3a24b235c26d46e6g6_3c34d235e457f26g7,a4c5,0,1,0
3a24b234c45d356f5_3d4e34567f467g78,f4f3,0,1,0
3a24b234c456e6f35_3b5d2345e45f467g6,g6e6,0,1,0
3a24b234c456e5f3g5_3b5d2345e34f467g6,e3e5,0,1,0
3a24b234c456e35h6_3b5c3d2345e4f467g6,c3e3,0,1,0
3a24b234c456d6e3f5_3b5d2345e456f467,d2c2,0,1,0
3a24b234c36d23e6f7_3c5d4567e257f6g6h6,f7d5,0,1,0
3a24b234c34d346f6_3d5e34567f458g45,f8d6,0,1,0
3a24b234c345d5e57_3d4e346f4567g56i6,i6h5,0,1,0
3a24b234c345d56f5_3d4e4567f467g578,g5e3,0,1,0
3a24b234c345d56e5_3d4e346f4567g56h5,e4d2,0,1,0
3a24b234c345d4f38_3d23e4567f467g47,d2d4,0,1,0
3a24b234c345d4f37_3d235e4567f46g47,d5f7,0,1,0
3a24b234c345d46h8_5e5f3567g5678,a2d5,0,1,0
3a24b234c345d34f7_3d56e34567f45g45,e7d7,0,1,0
3a24b234c25d2e7g68_3a3c34d345e3456f5,g6g5,0,1,0
3a24b234c245d46h8_5e4f3567g5678,c2c3,0,1,0
3a24b234c235d36h8_5e4f3456g5678,d3c4,0,1,0
3a24b234c235d36h7_5e4f3456g567h9,h7h8,0,1,0
3a24b234c235d36h6_5e4f3456g456h9,h6h7,0,1,0
3a24b234c235d36h5_5e4f3456g345h9,h5h6,0,1,0
3a24b234c235d36h4_5e34f3456g34h9,h4h5,0,1,0
3a24b2345c3d456f7_3a3c2d123e345f45g5,e5e2,0,1,0
3a24b2345c345d4f7_3a3c2d1235e34f45g5,d5e5,0,1,0
3a24b2345c345d4e3_3d35e4567f4567i8,d3g6,0,1,0
3a24b2345c345d3e5_3d456e346f34567,d6d3,0,1,0
3a24b14c24d3e5f6g7h7_5b25c6d247e3f4g5,b5e7,0,1,0
3a24b14c24d34e5f6h7_5b2c35d26e37f4g5,e7b4,0,1,0
3a23c4d5e346f67g67_4e57f4589g5h67i9,h7h5,0,1,0
3a23c4d5e346f67g56_4e57f4589g4h56i9,g4e4,0,1,0
3a23c4d56e36f67g67_4e457f4589g45i9,g4d4,0,1,0
3a23c4d45e36f67g67_4e457f4589h56i9,h6g4,0,1,0
3a23c3d4e346f67g67_4e57f4589g5h78i9,h8h6,0,1,0
3a23c34d234e45f45_5a4b345c5d567e8,e4b4,0,1,0
3a23c24d13e4f3g378_4a1b2c3d24e2g5h567,h6f4,0,1,0
3a23c24d13e34f3g78_4a1b2c3d24e2f4g5h57,b2b3,0,1,0
3a23c23d23e24f4g8i7_4a1b13c14d45e5f26,a3a1,0,1,0
3a23b6d8f6g78h589i8_3b2345c567d456e6,a2a1,0,1,0
3a23b5c25d4e56f456_3b234c34d3e2347f3,f6c3,0,1,0
3a23b4c5d6e37g78h89_5d47e45f45g5h67,g5e6,0,1,0
3a23b4c5d6e37f7g78h8_5d47e46f46g6h67,f4d5,0,1,0
3a23b4c5d6e37f7g78h8_4d47e45f45g5h9i78,i8h6,0,1,0
3a23b4c5d6e37f78g8h9_5c6d5e56f6g67h67,e5e7,0,1,0
3a23b4c5d6e36f67g67_4d4e457f4589g5i9,f9g9,0,1,0
3a23b4c5d6e368f78g8_5c46d5e7f6g67h67,c6d7,0,1,0
3a23b4c5d6e367f7g7h8_4d47e45f45g58i89,i9i7,0,1,0
3a23b4c5d6e367f67g7_4d47e45f45g58h9i9,h9i8,0,1,0
3a23b4c5d6e367f67g6_4d47e45f458g59i9,f8h9,0,1,0
3a23b4c5d67e37f7g8h9_5c6d5e56f56g6h67,f5f7,0,1,0
3a23b4c5d67e37f7g8h8_5c7d5e56f56g6h67,c7c6,0,1,0
3a23b4c5d56e368f78_5b3c4d7e7f6g67h67,h6e6,0,1,0
3a23b4c56d67e38f78_5b3c4d8e67f6g67h7,d8e9,0,1,0
3a23b4c3d234e56f34_4b5c5d56e7f67g7h68,a3c4,0,1,0
3a23b4c35d4e5f8g56h6_5b3c124d5f56g4h7,d5a2,0,1,0
3a23b4c246d248e2f5_5a5b56c35d67e6f7,a3b2,0,1,0
3a23b46c234d24e2g7_4b35d3567e1345,a3c5,0,1,0
3a23b45d4e8f236h6i6_5a4c4d5e12f45g56,f4h6,0,1,0
3a23b45d345e3f34g7_4a4c345d2e456f5g4,d5d2,0,1,0
3a23b45d234e3f34g7_4a4c345e2456f5g4,a2a4,0,1,0
3a23b45c26e6f47g5i8_3a4b3c345d3456e5f6,e5b5,0,1,0
3a23b3c3d234e56f6g6_4b45c456d567e8f7,g6d6,0,1,0
3a23b3c3d234e567f6_4b56c456d567e8f7,e7e4,0,1,0
3a23b3c3d234e456f6_4b56c456d567e78,e4c4,0,1,0
3a23b3c34d234e5f6g6_4b45c56d567e678,a2d5,0,1,0
3a23b3c234d4e457f8_5b24d28e2f67h6i6,e5b2,0,1,0
3a23b36c236d27g6h9_4b24c457d56e568,a3d3,0,1,0
3a23b34d347e567f6_4a1b25c13d256f7g4,d2b1,0,1,0
3a23b34c56d46e45f6_5a1b2c123d123e3,e3b3,0,1,0
3a23b34c345d34f8g9_4b2c16e345f456g4,c5c2,0,1,0
3a23b34c26d16e25f4_5c34d234e46f5g7,d4d1,0,1,0
3a23b34c234d34f8g9_4b2c6d2e345f456g4,b4b2,0,1,0
3a23b34c23456d4e5_3b1d35e46f457g45h5,a3d3,0,1,0
3a23b345c345d34f6_3d5e3456f457g458,g8g7,0,1,0
3a23b345c2345d7e4_3b2c1d2345e35f35g6,b5b2,0,1,0
3a23b2d56e467f678_5e5f459g9h678i8,f6f9,0,1,0
3a23b2d123e38f35g9_5c124d8e45f6g67,c1c3,0,1,0
3a23b2c5d56e467f67_5e5f4589h689i8,c5f8,0,1,0
3a23b2c3e46f467g78_4e57f589g6h689i9,h9h7,0,1,0
3a23b2c3e46f467g67_4e57f589g5h678i9,h6f4,0,1,0
3a23b2c3e456f467g7_4e7f589g568h68i9,g5e5,0,1,0
3a23b2c3d4e56f4567_4e7f89g5678h678,h7f5,0,1,0
3a23b2c3d45e56f456_4d7f789g567h678,d7e7,0,1,0
3a23b2c3d45e356f56_4d7f4789g567h78,f4h6,0,1,0
3a23b2c3d123e38f5g9_5b3c24d8e45f6g67,c4a2,0,1,0
3a23b2c35d45e356f6_4d7f45789g567h8,f5h7,0,1,0
3a23b2c35d456e356_4d7e78f4569g57h8,e8f7,0,1,0
3a23b2c345d456e35_4c6d7e78f456g57h8,c6f9,0,1,0
3a23b2c234d456e35_4c56d7e7f456g57h8,c6e8,0,1,0
3a23b2c234d345e35_4b45d6e7f456g57h8,b4c6,0,1,0
3a23b2c234d234e35_4b34d5e7f456g57h8,b3b5,0,1,0
3a23b25d3e345f345_4b4c45d45e6f6g567,f3f6,0,1,0
3a23b24c5d56e46f67_5e57f459g9h68i8,b4e7,0,1,0
3a23b24c45d56e46f6_5e57f4579g9h6i8,c4f7,0,1,0
3a23b24c456d56e46_5e57f679g569i8,c6f6,0,1,0
3a23b24c3d36e68f8g5_4b3c245d57e57f7g7,d5a2,0,1,0
3a23b24c3d345e6f67_5a14b3c1245e3g6,c4a2,0,1,0
3a23b24c37d2348e4_5a1b13c4d567e5h8,d5a2,0,1,0
3a23b24c345d345f5_4a14b3c26e46f46i6,a1b1,0,1,0
3a23b23d5e2f589i78_5a1c4d4e89f6g67h7,g7i7,0,1,0
3a23b23d567e7f78g5_4b1c345e4568f6g8,b3b1,0,1,0
3a23b23c234d4e47f9_5a1b4d28e2f78h6i6,d4a1,0,1,0
3a23b23c234d24e24_4a4c16d78e1678h8,a3d3,0,1,0
3a23b235c34d4e4f58_4c567d23e38f4g46,f5d3,0,1,0
3a23b235c34d34e4f8_4c2567d2e38f5g56,b5b4,0,1,0
3a23b2356c3456e4_4a5d6f789g79h45i8,c5a5,0,1,0
3a23b234c45d347f6_3d5e2456f457g478,e2e3,0,1,0
3a23b234c45d346f6_3d5e3456f457g478,f5d3,0,1,0
3a23b234c456d56e4_5e567f69g459i8,b3e6,0,1,0
3a23b234c34d34e4f8_4c2567e38f45g56,e4c2,0,1,0
3a23b234c345d46f6_3d35e3456f47g478,d3f5,0,1,0
3a23b234c345d34f6_3d5e3456f457g468,g6g5,0,1,0
3a23b234c234d3f8g9_4b1c6d24e345f456,b4b1,0,1,0
3a23b234c234d35f6_4a1d4e45f345g56h4,h4g3,0,1,0
3a23b234c234d34f8_4b1d567e38f45g56,a2d5,0,1,0
3a23b234c2345d7e4_3b1d2345e35f345g6,b4b1,0,1,0
3a23b2345c45d4e4f8_4c3d23567e38f4g6,c5c3,0,1,0
3a23b2345c456d6e4_5d5e67f69g9h45i8,b5d5,0,1,0
3a23b2345c34d4f58_4d23567e348f4g6,b4e4,0,1,0
3a23b2345c34d4e48_4c56d2357e3f34g6,a3c5,0,1,0
3a23b2345c346d6e4_5d5e67f79g9h45i8,c3c5,0,1,0
3a23b2345c345d45_4e45f456g4567h6,a2a4,0,1,0
3a23b2345c345d45_4e456f567g5678,a3d3,0,1,0
3a23b23456c56d45_5a1d8e56f678g7h5,a3a1,0,1,0
3a23b23456c4d23e7_4c235d45e246f45,a2a4,0,1,0
3a23b23456c346e4_5c5d6e7f79g9h45i8,b6d6,0,1,0
3a23b1d1f5g45h458i6_3b234c1236d345e4,a2a4,0,1,0
3a23b1c567f347h7i6_5b34c234d378e7,d3a3,0,1,0
3a23b1c15d4e4f6g34i6_5b2c2d23e35f34h5,a2b4,0,1,0
3a23b16c56f347h7i6_5b34c2347d378,c7e7,0,1,0
3a23b13e45f4g345h5_4e23f56g6789h89,g5e3,0,1,0
3a23b13e345f4g34h5_4d2e2f56g5679h89,g4f2,0,1,0
3a23b13e345f456h5_4c2d3f78g567h89i9,a2c3,0,1,0
3a23b13e345f345h5_4c2d3f67g5679h89,f3f6,0,1,0
3a23b13e345f234h5_4c2d2f56g5679h89,f2f5,0,1,0
3a23b13c2d2e45f5g67_4a1b25c17d17f469,a3a1,0,1,0
3a23b1345c34d4e2g7_3a4b2c125d235e34f7,a2a4,0,1,0
3a23b12d567e7f78g5_5c346e4568f6g8,a2b4,0,1,0
3a23b12c24d6e7f68h6_5a1c3d234e4f59g5,f5c2,0,1,0
3a23b123c2e34g34h9_5a1b456c7d36e7h5,e7c5,0,1,0
3a23b123c23d5e5f5h6_4b5c4d4e469f6g56h8,h6h5,0,1,0
3a23b123c23d5e5f5h5_4c45d4e469f6g56h8,h5g4,0,1,0
3a23b123c23d5e5f5g4_4c45d4e469f46g6h8,f5c5,0,1,0
3a23b123c23d56e5f3_4c45d34e369f6g6h8,f3e2,0,1,0
3a23b123c236d5e25_4c45d346e369f6h8,a3d3,0,1,0
3a23b123c235d5e5g6_4b5c4d46e469f56h8,c5f5,0,1,0
3a23b123c235d5e5g4_4c46d4e469f46g6h8,g4f3,0,1,0
3a23b123c235d5e5f3_4c46d34e369f6g6h8,c5d6,0,1,0
3a23b1235c234d7e4_4c5d2345e35f34g6,b1a1,0,1,0
3a23b1234c34d46f6_3c2d235e3456f457,d3b1,0,1,0
3a23b12345c4d67e3_4c356d45e467f67,b5a4,0,1,0
3a234b34d34e34f34_3c14d256e6f28g6h69,e6b3,0,1,0
3a234b34c345d2e5f7_3d456e346f456g47,f5f7,0,1,0
3a234b34c234d78e3_4c56d456e467f67,c2c5,0,1,0
3a234b34c234d27g6_3b2d345e456f4567,f5c2,0,1,0
3a234b34c2345e5f8_3d456e346f467g47,g7e7,0,1,0
3a234b34c2345e58_3d456e3467f467g4,e3d3,0,1,0
3a234b34c2345d7e5_3d3456e467f467g4,g4f3,0,1,0
3a234b34c23456e5_3d3456e346f4578,f8e7,0,1,0
3a234b2c356d5e36f4_4a5b34c4d236e25f3,a3a5,0,1,0
3a234b234c345d3e5_3d45e2346f4567g7,f6d6,0,1,0
3a234b234c3456e5_3d3457e346f457g6,d7d6,0,1,0
3a234b234c3456e5_3d3456e3467f457,f5f6,0,1,0
3a234b234c2345e5_3d456e2346f457g7,d6d3,0,1,0
3a234b234c2345e5_3d3456e3467f478,d3f5,0,1,0
3a234b2345c34d2e5_3d345e346f34567,d5d2,0,1,0
3a234b2345c345e5_3d345e346f3457g7,g7f6,0,1,0
3a234b2345c345e5_3d3456e346f457g6,g6f6,0,1,0
3a234b2345c345e5_3d3456e346f4567,d3g6,0,1,0
3a234b2345c345e5_3d3456e346f3467,f6f5,0,1,0
3a234b2345c234e5_3d345e2346f457g7,e2f3,0,1,0
3a234b1c234d34e5h7_5a1b24c5d26e3f4g5,d6a3,0,1,0
3a234b13c26d235e6_3b4c345d467e25g6h6,a3a1,0,1,0
3a234b134c34d27g6_3b2c1d345e456f456,b2c2,0,1,0
3a234b134c23d27g6_3b2c1d345e456f467,f7f5,0,1,0
3a234b1345c345e5_3d3456e3467f478,f8f6,0,1,0
3a234b123c3d23e24_5a1c67d67e78g8h9,a4a1,0,1,0
3a234b1234c4d67e3_4c56d345e467f67,b1c3,0,1,0
3a234b1234c345e5_3d456e3467f4578,f5f6,0,1,0
3a234b1234c345e5_3d3456e3467f467,f6f8,0,1,0
3a1d5f456g456h567_3b25c345d236e456,h7e4,0,1,0
3a1d56e567f5678g9_3b23c345d7e4g3h68i8,f7c4,0,1,0
3a1d567e4678f678_3b23c34d34e235f45,f8f5,0,1,0
3a1d567e4678f567_3b23c34d234e35f34,f7c4,0,1,0
3a1c5d6e4568f57g8h5_4b12c123d3578e7,d8c6,0,1,0
3a1c5d56e4568f57h5_4b12c123467d3e7,c7b5,0,1,0
3a1c5d567e5678f36_4b2c234d234e4f45,f6f7,0,1,0
3a1c5d567e456f57h5_4b1256c1234d3e7,b6b4,0,1,0
3a1c5d567e456f57g4_4b1245c1234d3e7,b5b3,0,1,0
3a1c5d567e456f457_4b1234c1234d3e7,c1a1,0,1,0
3a1c4d7e48f68g679h8_5b12c36f57g8h9i9,i9g9,0,1,0
3a1c4d7e478f68g67h8_4b12c26f57g89h9i9,c2c3,0,1,0
3a1c4d6e47f689g67h8_5b12c36f57g89h9,h9e6,0,1,0
3a1c4d58e678f4g78h9_4a2b23c23e345f67,c3a1,0,1,0
3a1c4d567e478f56g6_3b13c23d234e35f34,a1a2,0,1,0
3a1c4d567e4678f56_3b23c23d234e35f34,e6g6,0,1,0
3a1c4d4e456f56g67h5_4b2c23d23e123f3g3,c3a1,0,1,0
3a1c367d4e568f48g9_3a2b236c45d67e7f9g5,g9f7,0,1,0
3a1c367d4e568f47g8_3b236c45d567e7f9g5,f4e4,0,1,0
3a1c367d48e567f48_3a2b2346c45d67f9g5,d8e8,0,1,0
3a1c367d47e678f48_3a2b2346c45d56f9g5,e8e5,0,1,0
3a1c34d6e568f56g7h7_3d47e47f78g68h68i6,e5d5,0,1,0
3a1c34d346e78h45i8_5c5d5f79g67h678,e7c5,0,1,0
3a1c34d346e67h45i8_5c5d5e8f7g67h678,e6e8,0,1,0
3a1c34d346e56h45i8_5c5d5e7f67g67h78,e5e7,0,1,0
3a1c34d345e456f56_4a5b356c6d7e3f34g4,f5c5,0,1,0
3a1c34d3458e58f4h9_5e346f56g678h8,d5f5,0,1,0
3a1c346e568f57g7h7_3d47e47f68g89h68i6,h7e7,0,1,0
3a1c346d6e568f57g7_3c7d47e47f68g8h68i6,c6f6,0,1,0
3a1c345d567e568h9_3b125d8f6g678h67i8,d6d8,0,1,0
3a1c345d5678e58h9_4b125e6f6g678h7i8,e5b5,0,1,0
3a1c345d345e456f6_4b356c67d7e3f34g4,c3c6,0,1,0
3a1c345d3458e58h9_5e346f67g678h8,c5f5,0,1,0
3a1b6c345d345e456_3b1d12e3f457g46h4i6,d2e1,0,1,0
3a1b5e3f48g569h68i6_3b1c2356d4e57f7g78,g9e7,0,1,0
3a1b5e38f4g569h68i6_3b1c236d46e57f78g8,i6g7,0,1,0
3a1b5d7e3f48g56h68i6_3b1c2356d46e57f7g8,d7e8,0,1,0
3a1b5d345e6f2345i6_3d6e345g3456h456,f2e2,0,1,0
3a1b5c6e27f789h68i7_3a2b3c3d4e35f35g567,b5d6,0,1,0
3a1b5c5d68e3478f9g7_5b12c234d45f5h7,d4a1,0,1,0
3a1b5c4e6f456g56h57_3b23c2356d345e34,e4c4,0,1,0
3a1b5c367d467e67f4_3a23b2346c45d5e8g5,b5e8,0,1,0
3a1b5c345d5678e8h9_4a5b12e6f67g678i8,c5a5,0,1,0
3a1b5c345d3458e8h9_5e346f67g678i8,b5e5,0,1,0
3a1b56d5e4f45g456h6_4b2c34d238e359f6,c3a1,0,1,0
3a1b4c45f4g5678h9i5_3b2c23d345e4f56g4h8,f6f4,0,1,0
3a1b4c3d56e68f56g7h7_3c4d47e7f78g68h68i6,d5d7,0,1,0
3a1b4c37d6e68f56g7h7_3c4d478e7f8g68h68i6,f5f7,0,1,0
3a1b4c37d5e68f67g7h7_3c4d467e7f8g68h68i6,c7c6,0,1,0
3a1b4c36d5e68f67g7h7_3c45d467e7g68h68i6,f6h8,0,1,0
3a1b46c67d57f9g3h56_3a2b3c5d4f2567g46i6,c7c5,0,1,0
3a1b46c56d57f9g3h56_3b2c34d4f2567g46i6,a1b1,0,1,0
3a1b46c46d46e256f9_3b5c57d578e478f78,b4e4,0,1,0
3a1b46c345d345e56_3b1d12e34f467g7h4i6,g7f5,0,1,0
3a1b45c4d35e2347f3_3a3b3c2356d4e56f45,e7d6,0,1,0
3a1b45c4d356e234f3_3a3b3c2356d4e56f4g5,e4c2,0,1,0
3a1b3c45d234e23f23_5d16e456f567g8,e6e3,0,1,0
3a1b3c37d234e258g3_4a2b12c14e67g7h8i7,d3c2,0,1,0
3a1b3c245f678g6h7i7_3a2b1c3d4e56g45h459,a2b2,0,1,0
3a1b36d237e2348f5_4b5c3567d14e5g6h7,h7f6,0,1,0
3a1b36d236e2347f5_4b5c3567d14e5f6g7,g7d5,0,1,0
3a1b35d8e567f267g7_3b4c234d124g6h69i6,e7e4,0,1,0
3a1b35d78e567f267_3b4c234d124g67h79,d7g7,0,1,0
3a1b35d68e456f27g7_3b4c234d124f6g6h69,a1a2,0,1,0
3a1b35c67d36e7f237_3c45d457e36f56g6h6,g6d6,0,1,0
3a1b35c5d36e234f46_3c34d45e567f5g56h4,h4g4,0,1,0
3a1b35c5d25e234f46_3c34d34e567f5g56h4,d3d5,0,1,0
3a1b35c456d23e24f4_3b2c123d46e357f35,e4c2,0,1,0
3a1b35c25d56e234f6_3c34d3478e567f5g5,d7f7,0,1,0
3a1b356c67d36f237_3b4c45d457e3f56g6h6,b4d6,0,1,0
3a1b34c5d234e45g8i8_3a34b5c34d567e6f46,e5c3,0,1,0
3a1b34c4d3567e58f8_3a3b5c2356d4e47f47,b3e6,0,1,0
3a1b34c3d3e9f237g78_3a3c4d4567e2678f6,c4f7,0,1,0
3a1b34c34d3456e46_3b56c6d2e38f234g57,f2g4,0,1,0
3a1b34c2d6e345f56g7_5b12c13d1235e1,e4g5,0,1,0
3a1b346c56d6e6f45g6_3a234b2c347d45e8h6,d6a3,0,1,0
3a1b346c345d45e56_3b1d23e24f467g7h4i6,e2d1,0,1,0
3a1b346c257d27e4f6_4b5c6d468e89f8h9i9,d6b6,0,1,0
3a1b345c4d3e2347f3_3a23c2356d4e56f45,b3d5,0,1,0
3a1b345c4d236e23f3_3a3b2c2356d4e56f4g5,d2d4,0,1,0
3a1b345c46d56e49f5_4b6c57d78e56f67g8,b4b6,0,1,0
3a1b345c245d5f2g4h5_4a4c3d46e2357f3g3,d6f7,0,1,0
3a1b345c2456d34e3_4a4b6e56f456g56h7,g5d5,0,1,0
3a1b2c4d4e3578f489_3c36d35e46f56g6h6i8,h6f7,0,1,0
3a1b2c4d4e3578f478_3c36d35e46f56g7h7i8,d5f7,0,1,0
3a1b2c4d46e3578f4g8_3c36d3e46f567g7h7i8,f7d5,0,1,0
3a1b2c45d46e358f4g8_3c36d35e46f56g7h7i8,h7f7,0,1,0
3a1b2c45d357e3457_4b13c136d468f45,c5c3,0,1,0
3a1b2c34d46e358f4g8_3c26d35e46f567g7i8,f7c4,0,1,0
3a1b2c345d35e346h5_4d24e5f456g456h6,c5c2,0,1,0
3a1b25c45d57e3457_4b4c236d468e2f4g4,e4d3,0,1,0
3a1b25c45d357e357_4b3c236d468e2f4g4,e5e4,0,1,0
3a1b25c45d357e347_4b3c236d2468f4g4,e4c2,0,1,0
3a1b25c45d357e347_4b13c236d468f45,b5e5,0,1,0
3a1b256c456d56e67_4c3d4e45f57g568h7,d6d4,0,1,0
3a1b256c456d45e67_4d3e345f57g568h7,a1c3,0,1,0
3a1b24c46d356e46f5_4c3d4e35f48g456h8,a1b3,0,1,0
3a1b24c34d3e3678g7_4d45e45f456g34h4,e3d2,0,1,0
3a1b24c34d23e678g7_4d45e345f356g3h4,d3b3,0,1,0
3a1b245c45d5e6f24g5_4a4c3d4e234f35g36,c3e5,0,1,0
3a1b245c45d5e36f24_4a4d24e245f35g36,d2f2,0,1,0
3a1b245c45d45e367_4c3d3e45f457g458,c3e3,0,1,0
3a1b245c45d2678g7_4d345e3456f36h4,a1b3,0,1,0
3a1b245c456d36e4g5_4c3d24e35f45g6h57,c6c3,0,1,0
3a1b245c35d36e34f7_4d1245e5f346g34,f3f5,0,1,0
3a1b245c345d36e4g5_4d24e235f45g6h57,c5c2,0,1,0
3a1b23d78e567f267_3c234d124e4g78h79,b2b4,0,1,0
3a1b23d46e358f46g8_3c246d35e46f5g7h8i8,e6b3,0,1,0
3a1b23d3e3f67g689h6_3a2b1c34d578e78f5i8,c4e5,0,1,0
3a1b23c5d46e5f46h57_3b4c24d35e46f3g7h89,e6b3,0,1,0
3a1b23c4d235e23f34_4b4c35d46e4568f7,b3e6,0,1,0
3a1b23c4d2345e4f45_3b46c56e27f238g7h5,f8d6,0,1,0
3a1b23c45d3e234g45_4a2b4c23d456f34h4,b3d5,0,1,0
3a1b23c3d3f567g78i9_4a24b456c456d5h8,i9h9,0,1,0
3a1b23c3d3f567g67i9_4a24b456c467d5h8,g6g8,0,1,0
3a1b23c3d3e23f34g47_3c4d245e456f2g35h5,a1d4,0,1,0
3a1b23c3d2e2f3g48h78_5a2b1c2d1346e5f6,g4d1,0,1,0
3a1b23c36d567e3f5g5_3a24c4d34e245f2g7h5,f2d2,0,1,0
3a1b23c34d235e27f4_4b45c5d467e56f7g8,a1d4,0,1,0
3a1b23c345d35e38f5_4b4d467e456f678,d3a3,0,1,0
3a1b23c24e6f6g67h7i8_4b1c3d123e234f2h8,a1c3,0,1,0
3a1b23c24d345f89g8_3a3c356d6e2357g7i8,a1a2,0,1,0
3a1b23c24d345f47g8_3a3c3d6e3456f56g7h7,a1a2,0,1,0
3a1b23c23d58e5f89g9_4b5c5d13e234f23g3,c2c4,0,1,0
3a1b23c2345d56f3g5_4d123e34f4g4h457,h5f3,0,1,0
3a1b235c34d36e34f7_4d1245e5f456g34,f4f7,0,1,0
3a1b235c2456d34e3_4a4b6e6f456g56h57,h5e5,0,1,0
3a1b235c23d36e34f8_4d1245e5f567g34,d2e1,0,1,0
3a1b234c5d6e26f37h4_3c3d345e345f45g5h7,b2b5,0,1,0
3a1b234c5d3e6f47h59_4c34d456e45f5g6h6,b4d6,0,1,0
3a1b234c4d3e2347f3_3a23b5c235d4e56f45,b2b5,0,1,0
3a1b234c46d568e4f5_4a5b5c57d7e56f67g8,b2b5,0,1,0
3a1b234c34d3e678g7_4d45e345f346g4h4,b3e3,0,1,0
3a1b234c34d2e678g7_4d345e345f356h4,c3c5,0,1,0
3a1b234c2d5e3f36g34_4d24f45h456i589,f5f3,0,1,0
3a1b234c2d5e23f36g3_4d24g456h46i589,g6f4,0,1,0
3a1b234c2d3e25f6g37_3b1c13d2457e36f3g5,c1f4,0,1,0
3a1b2346c467d7f4g4_3a2d236e46f567g5h6,f6c6,0,1,0
3a1b2346c345d45e6_3b1c2d23e45f467h4i6,c2e2,0,1,0
3a1b2345c4d2e678g7_4c5d345e345f36h4,e6d8,0,1,0
3a1b2345c4d2678g7_4d345e345f356h4,b3d5,0,1,0
3a1b2345c3d356e4f7_4d124e35f3456g4,f5d5,0,1,0
3a1b2345c34d356f7_4c2d124e35f346g4,e3e4,0,1,0
3a1b2345c345d345_4e45f4567g4567,a1a2,0,1,0
3a1b2345c23d356f7_4c1d124e45f346g4,c1e3,0,1,0
3a15b34c4d346e23f3_3a3b25c2356d5e6f4g5,a1a2,0,1,0
3a15b2c36d267e38f3_3b34c45d45e5f5g46h6,b4d6,0,1,0
3a15b2c236d37e78f3_3b3c45d456e5f5g46h6,h6f6,0,1,0
3a15b2c236d37e378_3b3c45d456e5f56g46,g6e6,0,1,0
3a15b25c235d27e7f8_3a3b34c4d45e5f6g68h7,a3c3,0,1,0
3a15b235c26d27e4f6_4b4d48e79f78g7h9i9,g7d7,0,1,0
3a15b234d3e48f48h9_3c35d456e567f7g7h6,f4d4,0,1,0
3a14c6d37e234f35g3_3a2b234c2345f2g4h5,c3a1,0,1,0
3a14c6d23468e2f4g4_3b25c345d57e3457,a4b4,0,1,0
3a14c4d4e246f27g58_3b34c36d3567e35f5,e5g5,0,1,0
3a14c4d4e245f26g7h5_3b34c36d3567e3f5g5,b4b2,0,1,0
3a14b6e6f456g56h57_3b235c23456d34e3,c3a1,0,1,0
3a14b6d5e4f45g456h6_4b2c4d238e359f36,f3c3,0,1,0
3a14b5e6f456g56h57_3b23c23456d345e3,d5b5,0,1,0
3a14b5d27e78f78g7i8_4b36c3456d46e34,i8h8,0,1,0
3a14b5d27e78f78g7h8_4b346c3456d46e3,e7g6,0,1,0
3a14b5d27e68f68g6h8_4b2346c3456d6e3,d7e7,0,1,0
3a14b4d3567e568f8_3a3b5c23456d4e47f7,e6c4,0,1,0
3a14b4c5d2348e2f4g4_3b25c234d567e345,b4d6,0,1,0
3a14b4c45d5678e8g8_3b23c236d34e347f4,d4a1,0,1,0
3a14b4c24e3f346g56_3b23c3d3e24f5g47h6i9,e3h6,0,1,0
3a14b46c46d6e256f9_3b5c57d4578e78f8g7,a4d4,0,1,0
3a14b3d78e567f267_3b4c234d124g78h79,a4b5,0,1,0
3a14b35c3d26e35f34_5a3b4c4d345e6f5g7,a3c5,0,1,0
3a14b34c4d3567e8f8_3a3b25c2356d4e47f7,a4d4,0,1,0
3a14b34c456d567e6_3b2c123d234e24f4g6,d4a1,0,1,0
3a14b34c345d34e5f7_3d567e346f46g457,d7d4,0,1,0
3a14b346c37d28e4f4_3b12c245d567e26f7,c7b5,0,1,0
3a14b25d348e134f4_5d567e67f79g5h5,a1c3,0,1,0
3a14b25c4d348e134_5d567e67f479g4,c4f4,0,1,0
3a14b24c45d25e456_5d34e237f356g5,d4d2,0,1,0
3a14b24c45d15e345_5d23e127f356g5,e2c2,0,1,0
3a14b24c36d34f78g7_4c4d56e56f56g68h9,a4b3,0,1,0
3a14b24c36d34e7f8g7_4c4d56e56f56g8h79,e7f7,0,1,0
3a14b24c345d25e38_4b5d467e456f456,c3a2,0,1,0
3a14b24c2f46g45h6i7_4b13c14d25e27f7h5,h6e3,0,1,0
3a14b246c34d156f7_3d34e1345f456g5i6,e3d2,0,1,0
3a14b245c4d348e13_5d567e67f379g3,b4e4,0,1,0
